term_id,category,zh_cn,en,ja,aliases_zh,aliases_en,aliases_ja,zh_status,sources,notes,priority,enabled,match_case
character:stock-mecha-knight,character,强化量产魅塔骑士博格,Stock Mecha Knight,強化量産メタナイトボーグ,强化量产魅塔骑士博格 RBP | 强化量产魅塔骑士博格（星之卡比 机器人星球） | 星之卡比 机器人星球 强化量产魅塔骑士博格,Kirby: Planet Robobot Stock Mecha Knight | Stock Mecha Knight (Kirby: Planet Robobot) | Stock Mecha Knight RBP | 强化量产魅塔骑士博格 RBP,,project,catalog-profiles | shinkaku-page-names | wikirby-names,WiKirby page: Stock Mecha Knight；真格速查 #121,150,True,False
character:stogue,character,闪光怪妖,Stogue,バケオ,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 毛线卡比/杂兵2; template: 杂兵；WiKirby page: Stogue,100,True,False
character:stoneik,character,晕晕蛇,Stoneik,ストネイク,,Starepole,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵2; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Stoneik,100,True,False
character:storo,character,鼠泰隆,Storo,ストロン,,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 鼠泰隆; template: Infobox/敌对角色；WiKirby page: Storo,100,True,False
character:strike-box,character,敲击盒,Strike Box,ビックリボックス,敲击盒！,StrikeBox,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 Wii/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby 页面没有可解析的多语言名称表,100,True,False
character:stumpee,character,滚滚桩,Stumpee,ゴロスタン,,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Stumpee,100,True,False
character:sulkworm,character,线青虫,Sulkworm,イモセン,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 毛线卡比/杂兵1; template: 杂兵；WiKirby page: Sulkworm,100,True,False
character:super-blade-knight,character,超级剑骑士,Super Blade Knight,スーパーブレイドナイト,,SuperBladeKnight,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 Wii/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Super Blade Knight,100,True,False
character:super-bonkers,character,超级锤星猩,Super Bonkers,スーパーボンカース,超級錘星猩 | 超级锤星猩EX,Super Bonkers EX,,official,bwiki-infobox | bwiki-table | catalog-forms | catalog-profiles | wikirby-names,BWIKI page: 超级锤星猩; template: Infobox/敌对角色；BWIKI vertical name table: 星之卡比 Wii/杂兵；WiKirby page: Super Bonkers,100,True,False
character:super-chilly,character,超级粗眉雪人,Super Chilly,スーパーチリー,,SuperChilly,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 Wii/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Super Chilly,100,True,False
character:super-hot-head,character,超级炽热头,Super Hot Head,スーパーホットヘッド,,SuperHotHead,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 Wii/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Super Hot Head,100,True,False
character:super-waddle-doo,character,超级瓦豆鲁笃,Super Waddle Doo,スーパーワドルドゥ,,SuperWaddleDoo,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 Wii/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Super Waddle Doo,100,True,False
character:surprise-alien-board,character,惊吓外星人板,Surprise Alien Board,びっくりエイリアンボード,驚嚇外星人板,,,official,catalog-profiles | wikirby-names,WiKirby page: Surprise Alien Board,100,True,False
character:susie,character,秘书苏姿,Susie,秘書スージー,星之卡比 新星同盟 秘书苏姿 | 秘书苏姿 STA | 秘书苏姿（星之卡比 新星同盟） | 秘書蘇姿,Kirby Star Allies Susie | Susie (Kirby Star Allies) | Susie STA | 秘书苏姿 STA,秘書スージー(STA),official,bwiki-infobox | catalog-profiles | shinkaku-page-names | wikirby-names,BWIKI page: 秘书苏姿; template: Infobox/角色；WiKirby page: Susie；真格速查 #169,150,True,False
character:susie-2-0,character,Re:秘书苏姿,Susie 2.0,Re:秘書スージー,Re:秘书苏姿 RBP | Re:秘书苏姿（星之卡比 机器人星球） | 星之卡比 机器人星球 Re:秘书苏姿,Kirby: Planet Robobot Susie 2.0 | Re:秘书苏姿 RBP | Susie 2.0 (Kirby: Planet Robobot) | Susie 2.0 RBP | 星之卡比 机器人星球 Re:秘书苏姿,,official,shinkaku-page-names,真格速查 #119,150,True,False
character:susshi,character,Susshi,Susshi,スッシー,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Susshi,100,True,False
character:swadclod,character,木乃伊独眼怪,Swadclod,ラミー,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 毛线卡比/杂兵1; template: 杂兵；WiKirby page: Swadclod,100,True,False
character:sweet-stuff,character,Sweet Stuff,Sweet Stuff,スイートスタッフ,,,,unchanged,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 甜美安康鱼; template: Infobox/敌对角色；WiKirby page: Sweet Stuff,100,True,False
character:sweet-success-invincible-rampage,character,Sweet Success! Invincible Rampage,Sweet Success! Invincible Rampage,ステキにムテキ!おおあばれ,,,,unchanged,bwiki-infobox,BWIKI page: 美好的无敌！横冲直撞; template: Infobox/关卡,100,True,False
character:swinging-waddle-dee,character,摇摆瓦豆鲁迪,Swinging Waddle Dee,ブラブラワドルディ,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 瓦豆鲁迪/种类; template: 杂兵；WiKirby page: Swinging Waddle Dee,100,True,False
character:swinging-waddle-doo,character,Swinging Waddle Doo,Swinging Waddle Doo,ブラブラワドルドゥ,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Swinging Waddle Doo,100,True,False
character:sword-knight,character,利剑骑士,Sword Knight,ソードナイト,利劍騎士,Sword Knight (anime character) | 英：Sword Knight,日：ソードナイト,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 利剑骑士; template: Infobox/敌对角色；BWIKI table: 卡比的驭天飞行；BWIKI table: 杂兵；WiKirby page: Sword Knight；WiKirby page: Sword Knight (anime character),100,True,False
character:tac,character,喵客,Tac,タック,,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 喵客; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Tac,100,True,False
character:tacotzo,character,炮八爪,Tacotzo,タコッツォ,,Octotzo,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Tacotzo,100,True,False
character:tama-san,character,球仔,Tama-san,タマサン,,Tamasan,,official_reused,bwiki-table | catalog-profiles | wikirby-names,BWIKI vertical name table: 需要帮助的NPC（星之卡比3）；WiKirby page: Tama-san,100,True,False
character:tappy,character,陀比,Tappy,タッピィ,,Twisty,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Tappy,100,True,False
character:taranza,character,塔狼蛛,Taranza,タランザ,塔朗萨 | 塔朗萨 STA | 塔朗萨（星之卡比 新星同盟） | 星之卡比 新星同盟 塔朗萨,Kirby Star Allies Taranza | Taranza (Kirby Star Allies) | Taranza STA | 塔朗萨 STA,タランザ(STA),official,bwiki-infobox | catalog-profiles | shinkaku-page-names | wikirby-names,BWIKI page: 塔狼蛛; template: Infobox/角色；WiKirby page: Taranza；真格速查 #168,150,True,False
character:teacher-creature,character,Teacher Creature,Teacher Creature,キョウシイ,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Teacher Creature,100,True,False
character:team-ddd,character,帝帝帝团,Team DDD,チーム・DDD24,,,チームDDD,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 帝帝帝团; template: Infobox/敌对角色；WiKirby page: Team DDD,100,True,False
character:tedhaun,character,泰多宏,Tedhaun,テッドホーン,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 泰多宏; template: Infobox/敌对角色；WiKirby page: Tedhaun,100,True,False
character:tedhaun-s-mini-ghost,character,卡帕,Tedhaun's mini ghost,キャパー,,,,official_reused,bwiki-infobox | bwiki-table,BWIKI page: 星之卡比 怪盗洛切团登场！/杂兵; template: 杂兵；BWIKI table: 杂兵,100,True,False
character:telepathos,character,传送帕托利斯,Telepathos,テレパトリス,傳送帕托利斯,,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 传送帕托利斯; template: Infobox/敌对角色；WiKirby page: Telepathos,100,True,False
character:the-claykken,character,斯奇兰斯,The Claykken,スキッドランス,,,,project,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 斯奇兰斯; template: Infobox/敌对角色；WiKirby page: The Claykken,100,True,False
character:the-deedly-dees,character,豆鲁迪士,The Deedly Dees,ドルディーズ,豆魯迪士,Deedly dees,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 瓦豆鲁迪/种类; template: 杂兵；WiKirby page: The Deedly Dees,100,True,False
character:the-lone-illusion-phantom-meta-knight,character,孤高的幻梦 魅塔骑士·幻,"The Lone Illusion, Phantom Meta Knight",孤高の幻夢 メタナイト・幻,孤高的幻夢 魅塔騎士·幻 | 孤高的幻梦 魅塔骑士·幻 DIS | 孤高的幻梦 魅塔骑士·幻（星之卡比 探索发现） | 星之卡比 探索发现 孤高的幻梦 魅塔骑士·幻 | 魅塔骑士·幻,Kirby and the Forgotten Land Phantom Meta Knight | Phantom Meta Knight | Phantom Meta Knight (Kirby and the Forgotten Land) | Phantom Meta Knight DIS | 孤高的幻梦 魅塔骑士·幻 DIS,メタナイト·幻 | メタナイト・幻,official,bwiki-infobox | catalog-profiles | shinkaku-page-names | wikirby-names,BWIKI page: 魅塔骑士·幻; template: Infobox/敌对角色；WiKirby page: Phantom Meta Knight；真格速查 #225,150,True,False
character:the-three-mage-sisters,character,三魔官,The Three Mage-Sisters,三魔官シスターズ,三魔官姐妹 | 三魔官姐妹 STA | 三魔官姐妹（星之卡比 新星同盟 · Extra 首领攻略） | 三魔官姐妹（星之卡比 新星同盟 · 复制能力与可操作角色） | 星之卡比 新星同盟 三魔官姐妹,Kirby Star Allies The Three Mage-Sisters | The Three Mage-Sisters (Kirby Star Allies - Copy Abilities and Playable Characters) | The Three Mage-Sisters (Kirby Star Allies - Extra Boss Guides) | The Three Mage-Sisters STA | 三魔官姐妹 STA,三魔官シスターズ(STA) | 三魔官シスターズ(ボス戦),official,bwiki-infobox | catalog-profiles | shinkaku-page-names | wikirby-names,BWIKI page: 三魔官姐妹; template: Infobox/角色；WiKirby page: The Three Mage-Sisters；真格速查 #170；真格速查 #197,150,True,False
character:thornsby,character,尖刺柱,Thornsby,トゲポー,,,,official_reused,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 触摸！ 卡比 超级彩虹/杂兵; template: 杂兵；WiKirby page: Thornsby,100,True,False
character:three-mid-bosses,character,3 只中首领军团,Three Mid-Bosses,中ボス軍団3体,3 只中首领军团 TDX | 3 只中首领军团 WII | 3 只中首领军团 WIIDX | 3 只中首领军团（星之卡比 Wii 豪华版） | 3 只中首领军团（星之卡比 Wii） | 3 只中首领军团（星之卡比 三重豪华版） | 星之卡比 Wii 3 只中首领军团 | 星之卡比 Wii 豪华版 3 只中首领军团 | 星之卡比 三重豪华版 3 只中首领军团,3 只中首领军团 TDX | 3 只中首领军团 WII | 3 只中首领军团 WIIDX | Kirby's Return to Dream Land Deluxe Three Mid-Bosses | Kirby's Return to Dream Land Three Mid-Bosses | Kirby: Triple Deluxe Three Mid-Bosses | Three Mid-Bosses (Kirby's Return to Dream Land Deluxe) | Three Mid-Bosses (Kirby's Return to Dream Land) | Three Mid-Bosses (Kirby: Triple Deluxe) | Three Mid-Bosses TDX | Three Mid-Bosses WII | Three Mid-Bosses WIIDX | 星之卡比 Wii 3 只中首领军团 | 星之卡比 Wii 豪华版 3 只中首领军团,中ボス軍団3体(TDX) | 中ボス軍団3体(Wii) | 中ボス軍団3体(WiiDX),project,shinkaku-page-names,真格速查 #278；真格速查 #41；真格速查 #82,150,True,False
character:thudd,character,泰德,Thudd,デンドン,咚哆！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 触摸！ 卡比/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Thudd,100,True,False
character:tick,character,刺克,Tick,チック,,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 刺克; template: Infobox/敌对角色；BWIKI table: 杂兵；WiKirby page: Tick,100,True,False
character:tick-tock-jr,character,嘀嗒 Jr.,Tick-Tock Jr.,チクタクJr.,,Tick-Tock_Jr.,,official,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 嘀嗒 Jr.; template: Infobox/角色；WiKirby page: Tick-Tock Jr.,100,True,False
character:tiff,character,Tiff,Tiff,フーム,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Tiff,100,True,False
character:tincell,character,泰西勒,Tincell,ティンセル,,,,official_reused,bwiki-infobox | bwiki-table,BWIKI page: 甜美安康鱼; template: Infobox/敌对角色；BWIKI table: 杂兵,100,True,False
character:togeira,character,Togeira,Togeira,トゲイラ,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Togeira,100,True,False
character:togezo,character,Togezo,Togezo,トゲゾー,,,,unchanged,bwiki-infobox | catalog-profiles | wikirby-names,BWIKI page: 刺甲盔; template: Infobox/敌对角色；WiKirby page: Togezo,100,True,False
character:tokkori,character,Tokkori,Tokkori,トッコリ,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Tokkori,100,True,False
character:tombstone,character,飞飞黑墓,tombstone,モノグレイブ,,,,official_reused,bwiki-infobox | bwiki-table,BWIKI page: 集合！ 卡比/杂兵3; template: 杂兵；BWIKI table: 杂兵,100,True,False
character:tookey,character,图科鸡,Tookey,トゥーキー,啾啾鸡！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 图科鸡; template: Infobox/敌对角色；BWIKI page: 星之卡比/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Tookey,100,True,False
character:tootlebam,character,拉炮鳥,Tootlebam,ドンパフル,拉炮鸟,Donpuffle,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 拉炮鸟; template: Infobox/敌对角色；BWIKI page: 星之卡比 新星同盟/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Tootlebam,100,True,False
character:topper,character,托佩尔,Topper,トッパー,扣帕！,,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 触摸！ 卡比/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Topper,100,True,False
character:torerobo,character,Torerobo,Torerobo,トレロボ,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Torerobo,100,True,False
character:tornadon,character,Tornadon,Tornadon,トルネイドン,,,,unchanged,catalog-profiles | wikirby-names,WiKirby page: Tornadon,100,True,False
character:tortletummy,character,满福胖,Tortletummy,マンプク,,,,official_reused,bwiki-table | catalog-profiles | wikirby-names,BWIKI vertical name table: 集合！ 卡比/中魔王；WiKirby page: Tortletummy,100,True,False
character:tortletummy-thorn,character,刺刺满福胖,Tortletummy Thorn,トゲマンプク,,Tortletummy's needle enemy,,official_reused,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 集合！ 卡比/杂兵1; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Tortletummy Thorn,100,True,False
character:tortorner,character,龟塔洛斯,Tortorner,トータロス,龜塔洛斯,,ータロス,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 探索发现/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Tortorner,100,True,False
character:tortuilding,character,建筑龟塔洛斯,Tortuilding,ビルドトータロス,建築龜塔洛斯,,,official,bwiki-infobox | bwiki-table | catalog-profiles | wikirby-names,BWIKI page: 星之卡比 探索发现/杂兵; template: 杂兵；BWIKI table: 杂兵；WiKirby page: Tortuilding,100,True,False
